infotext,activity,children,culture,food,nature,night,season
"평택 도심 속에서 가을의 정취를 만끽할 수 있는 감성 가득한 억새 축제가 개최된다. 바람이 머물다간 억새밭을 물들이는 노을빛을 평택 원평나루 억새축제에서 즐길 수 있다. 1. 공연프로그램 : 상설공연(주민자치 프로그램), 억새콘서트<br>2. 먹거리 부스 : 다양한 먹거리 판매<br>3. 체험프로그램 : 체험부스, 억새놀이터, 나루놀이터<br>4. 억새길 포토존",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"우리나라 복숭아의 대명사로 널리 알려진 117년 전통의 조치원복숭아의 우수성을 알리기 위해 시작된 세종조치원복숭아축제가 올해로 23회를 맞이했다. 조치원복숭아의 우수성을 알리고, 달콤한 향기 가득한 복숭아를 테마로 다양한 볼거리, 먹거리, 즐길거리를 제공한다. 올해 축제는 드레스코드 참여 이벤트를 준비하여 참여하는 관광객에서 신선한 복숭아의 매력은 물론, 가족과 함께 즐길 수 있는 다채로운 체험과 공연이 준비되어 있다. 1. 메인프로그램 : 복숭아판매, 문화공연, 복숭아'아이'조치<br>
2. 부대프로그램 : 피치비어나잇, 블랙이글스에어쇼<br>
3. 소비자 참여 프로그램 : 복숭아수확체험, 드레스코드 이벤트<br>
4. 기타 내용 : 복숭아디저트, 굿즈몰&6차산업 전시관, 체험관, 푸드트럭 등",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"화도진축제는 인천 동구의 대표적인 역사문화축제로, 조선시대 외세 침략에 대비해 설치된 군영인 화도진의 역사와 전통을 기리고 계승하기 위해 매년 열린다. 인천에서 가장 오래된 군영축제이자 지역 대표 축제로 자리 잡은 화도진축제는 올해로 36회를 맞아 2025년 9월 5일부터 7일까지 3일간 동인천역 북광장과 화도진공원 일원에서 펼쳐진다. 약 16만 명이 참여하는 이번 축제는 대북타고로 시작하는 개막식과 캘리그라피로 마무리되는 폐막식을 비롯해, 어영대장 축성행렬과 교지하사식 등 역사적 장면을 재현하는 공식행사가 핵심이다. 또한 뮤지컬, 합창단, 동구 동ROCK, 버스킹, 역사토크콘서트 등 다채로운 문화공연과 더불어 어린이 댄스 경연대회, 청소년 프린지 페스티벌, 구민노래자랑 등 주민이 직접 참여하는 무대도 풍성하게 준비된다. 전통군영체험, 공예체험, 드론체험 등 체험프로그램과 먹거리장터, 플리마켓, 야간경관 조성이 함께 어우러져 가족 단위 관람객부터 관광객까지 모두가 즐길 수 있는 축제이다. 1. 공식행사 : 어영대장 축성행렬, 어영대장 교지하사식, 개막식(대북타고) 및 폐막식(캘리그라피)<br>2. 문화공연 : 지역예술인 공연, 동구 소년소녀합창단 공연, 동구 여성합창단 공연, 개막주제공연(뮤지컬), 개 폐막 축하공연, 동구 동ROCK, 역사토크콘서트, 젊음의 광장<br>3. 주민참여 행사 : 어린이 댄스 경연대회, 청소년 프린지 폐스티벌, 구민노래자랑<br>4. 체험행사 : 전통군영체험존, 전통 문화 체험, 현대공예체험, 서바이벌체험, 드론체험<br>5. 경관 조성 및 부대행사 : 화도진게이트, 야간 경관(소망터널, 청사조롱), 구정 시정홍보, 전통 문화체험, 플리마켓, 먹거리장터",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"글로벌 콘텐츠 페스티벌 in 순천(올텐가)은 B2C와 B2B가 융복합되어 이루어지는 종합 콘텐츠 축제이다. 모든 콘텐츠가 정원에 모인 행사의 약자이자 창작자들에게 보내는 순천으로의 초대를 사투리를 섞어 표현한 올텐가!(All Content Garden) 푸른광장으로 뛰어나온 다양한 콘텐츠와 드론쇼, 애니 OST 공연, 싱어롱쇼 등 매일매일 다채로운 행사가 펼쳐져 다양한 즐길거리를 제공한다. 이번 페스티벌을 통해 기업은 비즈니스 마켓을 통해 지역과 상생·성장할 수 있는 PLAY GROUND를, 학생은 애니메이션 어워즈, 업계 인사 강연을 통해 능력을 키우는 기회를, 관람객은 콘텐츠를 통해 새로운 놀거리와 문화를 향유하는 재미를 한 곳에서 만날 수 있다. 1. 메인프로그램 : (10/17) 애니메이션 OST 공연, (10/18) 주제공연&드론 라이트쇼, (10/19) 핑크퐁 가든워킹<br>2. 부대프로그램 : IP 전시(핑크퐁&아기상어, 벨리곰, 잔망루피, 스머프 등), 토크콘서트(김풍, 오시야마 키요타카), 영화상영(미니언즈2, 장화신은 고양이), 일러스타페스, 루미뚱이 팝업스토어, 애니·웹툰·게임 어워즈 수상작 등 전시<br>3. 소비자 참여 프로그램 : 체험전시 <하늘 날다>, 루미뚱이 도시락만들기, 루미뚱이 라면가게, 콘텐츠 플리마켓",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"여름철 보양대표음식으로 손꼽히는 삼계탕에 여름 ‘물’체험과 건강 ‘약초’체험이 어우러진 전국 최초의 삼계탕 축제로서 금산에서만 맛볼 수 있는 인삼·약초 삼계탕 한 그릇과 다채로운 여름 건강문화체험으로 가족의 건강도 챙기면서 색다른 즐거움을 만끽할 수 있는 금산 여름 대표 축제이다. 1. 판매코너 : 금산 삼계탕 판매코너 등<br>
2. 체험행사 : 금산 약초 체험관, 가족여름문화체험 등<br>
3. 공연경연 : 여름쿨(cool)음악회, 문화예술열린마당 등",1.0,0.0,0.0,0.0,0.0,0.0,1.0
"금사참외는 여주시 대표 특산물로 청정 남한강과 높은일교차로 최고의 당도와 품질을 자랑한다. 수도권 유일의 참외의 고장 여주시 금사면에서 개최하는 제19회 금사참외축제는 금사참외와 사랑에 빠지다 라는 주제로 오는 6월 6일(금) ~ 6월 8일(일) / 금사근린공원에서 개최되며, 가족단위 방문객을 위한 각종 체험 행사 제공, 금빛 참외따기 체험, 참외 깜짝경매 및 청소년과 MZ세대를 겨냥한 청소년 뮤직 페스티발 등을 개최하여 다양한 볼거리와 참여거리를 관광객들에게 제공한다.  1. 메인프로그램 : 개막식, 금사참외풍물패공연, 참외진기록게임, 참외화채나눔행사 이벤트, 무대공연 등<br>
2. 부대프로그램 : 참외따기체험, 참외스토리텔링",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"<창경궁 야연>은 '효(孝)'를 주제로 창경궁 문정전 일원에서 펼쳐지는 몰입형 야간 프로그램이다. 참가자는 조선시대 문무백관과 외명부가 되어 궁중 복식(단령, 당의)을 갖춰 입고 연회에 참여하며 , 동반한 가족과 함께 궁중 병과를 맛보고 다채로운 전통예술공연을 관람한다. 특히 올해는 부모님께 마음을 전하는 '효심편지' 쓰기와 부모님이 직접 주인공이 되어보는 특별한 '효잡이 체험' 등 가족이 함께 즐길 수 있는 프로그램이 강화되었다. 올해로 5회째를 맞이하는 <2025 창경궁 야연>은 10월 3일(금)부터 10월 9일(목)까지 개천절과 한글날이 포함된 가을 주간에 총 7일간 진행된다. 1. 유료 체험객: 조선시대 문무백관과 외명부가 되어 궁중 야연에 참여.<br>- 궁중 연향 관람, 궁중 복식 착용, 메이크업, 궁중 병과 체험, 효(孝) 체험, 사진(단독/가족) 촬영 등<br><br>2. 동반 가족: 유료 체험객과 함께 연회에 참여하며 체험 프로그램 참여.<br>- 궁중 연향 관람, 궁중 병과 체험, 부모님께 편지 작성, 효(孝) 체험, 가족사진 촬영 등<br><br>3. 현장 관람객(무료): 현대인의 시선으로 조선시대 궁중 연향 재현을 관람하고 부대 이벤트 참여.<br>- 궁중 연향 관람(선착순/좌석 한정 수량), 일부 효(孝) 관련 체험 및 포토존 이용<br><br>[이용요금]<br>-유료<br>50,000원(체험객 1인+동반가족 2인, 총 3인 기준)<br>- 무료(일부 체험 및 공연 관람)",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"'푸른 뱀의 해' 새해를 알리는 민족의 대명절 설을 맞아 다양한 전통문화행사로 시민들의 뜻 깊은 명절을 보낼 수 있도록 한다. 
세시명절 설날을 맞아 운현궁을 찾는 서울시민 및 외국인 관람객을 위하여 다양한 체험과 어린이 동반 참가자를 위한 퍼포먼스 공연 등으로 시민 곁으로 다가가는 운현궁이 될 수 있도록 한다.  *공연 행사<br>
1. 가족과 함께 즐기는 퓨전국악&마술 퍼포먼스 / 1월 28일 14:00-15:30 / 무료<br>
2. 새해맞이 지신밟기와 우리가락 우리소리 / 1월 29일 14:00-14:40 / 무료<br>
3. 세대를 아우르는 가야금병창&서커스 퍼포먼스 / 1월 30일 14:00-15:30 / 무료<br><br>

*체험행사<br>
1. 새해 떡국 나눔 / 1월 29일 12:.00-13:00 / 무료<br>
2. 새해 운세대통 부적 찍기 / 1월 28일~30일 11:00-16:00 / 무료<br>
3. 전통 놀이(제기차기, 윷놀이, 투호놀이, 활쏘기, 공기놀이 등)  / 1월 28일~30일 11:00-16:00 / 무료<br>
4. 푸른 뱀 운수대통 포토존 / 1월 28일~30일 11:00~16:00 / 무료<br>
5. 새해 운세 보기(타로&사주) / 1월 28일~30일 11:00~16:00 / 5,000원<br>
6. 푸른 뱀 디폼블럭 만들기 / 1월 28일~30일 11:00~16:00 / 5,000원<br>
7. 푸른 뱀 복주머니 만들기 / 1월 28일~30일 11:00~16:00 / 5,000원",0.0,1.0,0.0,0.0,0.0,0.0,1.0
"18일부터 20일까지 3일간 시원한 동해바다를 배경으로 묵호항 여객터미널 광장과 해랑전망대 일원에서 ""묵호 도째비페스타""를 개최한다. 강원관광재단이 추천하는 '2025-2026 강원방문의 해 7월 여행지'에 선정된 이번 ""묵호 도째비페스타""에서는 먹태와 막걸리 등 지역의 고유 먹거리를 활용한 막먹어포자, 먹맥페스타와 먹방 콘테스트, 타투 및 마술체험, 물도째비 난장 등의 다채로운 체험 프로그램을 비롯해 째비마켓, 지역사랑 영수증 투어, 공연행사 등 남녀노소 누구나 즐길 수 있는 다양한 체험 및 콘텐츠들이 마련되어 있어 관람객들의 즐거운 여름 추억을 선사할 예정이다.   1. 공연 : 밤도째비 공연(지역문화예술인 및 연예인), 낮도째비 버스킹(지역문화예술 동아리)<br>
2. 체험 : 물도째비 난장(물총놀이), 타투체험, 도째비 옷장(의상, 가면, 분장체험), 묵호태랑 놀자(투호, 묵호태 그리기 등), 움직이는 도째비랑 찰칵(움직이는 포토존) 등<br>
3. 먹거리 : 막먹어보자, 먹맥페스타(맥주, 막걸리, 먹태 등), 지역 먹거리 판매(도째비 캐릭터 먹거리, 도째비뻥튀기, 수산가공품 등), 푸드트럭 등<br>
4. 이벤트 : 맛있어져라 묵호태(묵호태 두드리기 퍼포먼스), 도째비 먹방(막걸리∙도째비어 마시기), 오늘은 내가 도째비(도째비 분장 콘테스트), 동해 OX퀴즈 등<br>
5. 부대 : 째비마켓(크리에이터 플리마켓)<br>
6. 기타 : 도째비 불꽃놀이(18일), 도째비를 찾아라(보물찾기), 동해사랑 영수증 투어, 동쪽바다중앙시장 야시장 한마당(야시장 먹거리, 지역 가수 공연), 마술체험 등",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"소래포구 축제는 소래포구의 다양한 생태자원과 역사적 정체성을 표현하는 축제이다. 축제 프로그램은 메인무대존, 체험존, 부스존, 아트존, 역사존, 타워존, 경관존 등으로 구분되어 운영된다. 소래 미디어파사드 터널, 어린이 갯벌 놀이터, 어린이 소금 놀이터, 대하 잡기 체험 등 다채로운 프로그램이 운영된다. 지역주민, 지역예술인, 유관단체와의 협력 네트워크를 구축하여 축제 운영의 지속가능한 생태계를 조성하고 있다. 1. 메인무대존 : 개막 축하공연, 폐막 기념공연, 소래바다 드론쇼, 소래 DJ 힙합 콘서트, 서해안 풍어제, 청년예술인 콘서트 등<br>2. 체험존 : 어린이 보트 낚시 체험, 어린이 갯벌 놀이터, 어린이 소금 놀이터, 어린이 놀이 에어바운스 등<br>3. 부스존 : 체험 부스, 구정 홍보 부스 등<br>4. 아트존 : 소래 아트 플리 마켓<br>5. 역사존 : 소래포구 역사 전시관, 어린이 아나바다 플리마켓<br>6. 타워존 : 소래 오징어 게임<br>7. 경관존 : 소래포구 미디어파사드 터널, 물방울 위의 꽃게, 신비의 홀로그램, 캐릭터 아트벌룬 등",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"국가지정 명승 제9호 진도 신비의 바닷길은 고군면 회동리와 의신면 모도리 사이 약 2km 바다가 조수간만의 차이로 음력 2월 그믐날 수심이 낮아질 때 진도~모도 바닷길이 드러나는 현상으로 30~40m의 폭으로 펼쳐진다. 매년 축제기간 이 현상을 보기 위해 수많은 국내외 관광객들이 진도를 방문해 바닷길이 완전히 드러나 있는 약 1시간 동안 기적의 순간을 만끽한다. 1. 메인프로그램 : 신비의바닷길체험, 진도아트비치, 새빛,새길 퍼레이드, 바닷길 횃불퍼레이드, 보물섬 모도, 홍주레드로드 등<br>2. 공연,부대프로그램 : 미라클 콘서트, 진도무형문화재 공연 및 체험, 청소년 댄스 및 노래 경연, 진도개 독 스포츠, 국제학술 심포지엄 등<br>3. 소비자 참여 프로그램 : 어린이 체험마당 키즈존, 한국전통문화체험,신비의도자기 만들기, 나만의 머그컵만들기, 뽕할머니  블록 만들기 등<br>4. 기타 내용 : 푸른뱀 참여 환경 캠페인,북놀이 퍼레이드, 뽕할머니 새길 퍼레이드 등<br>5. 글로벌 행사 : 외국인 k-pop 노래자랑, 컬러풀 진도,  외국인 울금막걸리 마시기 대회, 등 ",1.0,0.0,1.0,0.0,0.0,0.0,0.0
" 영도대교를 알리고 관광활성화하기 위하여 시작된 영도다리축제가 그 의미를 확장하여 영도가 가진 역사․문화․사람과 자연의 가치를「잇고』, 『연결』하는 축제로 찾아온다.  '다리 위에서 만남'을 상징하는 43미터 런웨이 특설무대에서 펼쳐지는 「영도 다이나믹 댄싱페스티벌』 과 다앙한 체험 전시 프로그램을 만나볼 수 있다. 1. 대표프로그램 : 영도 다이나믹 댄싱 페스티벌, 영도 어린이 페스티벌, 영도 청년 페스티벌, 영도 생활문화예술축제 <br>
2. 참여프로그램 : 영도 인(in)Star, 영도다리 가요제, 영도 슈퍼밴드 콘서트, 기관홍보 전시 및 체험전, 평생학습 성과공유회<br>
3. 부대프로그램 : 누리마켓, 찾아가는 영화관, 먹거리촌 등",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"2025 포천 한탄강 세계드론제전은 경기도 포천시 한탄강 생태경관단지 일원에서 2025년 10월 9일부터 10월 12일까지 4일간 개최되는 국내 최대 규모의 드론 축제이다. 국내 최대 규모인 6천 대의 드론 라이트쇼와 더불어 국내 최정상급 아티스트가 함께하는 콜라보 협업 공연이 펼쳐지는 것이 특징이다. 프로그램은 세계 최초 협곡 위 초고속 드론레이싱, 드론축구대회, 드론 체험존, 세계음식문화축제, K-Music 페스티벌, 캠핑페스타 등으로 구성되어 있다. 모두가 관람하고 즐길 수 있는 축제로서 가족 단위, 청소년, 외국인 관광객 등 다양한 계층이 함께 어울릴 수 있는 문화의 장이다. 이번 행사는 드론 산업의 가능성과 문화 콘텐츠를 결합하여 새로운 축제 모델을 제시하는 포천시 대표 행사이다. 1. 메인프로그램<br>- 국내 최대 6천대 드론쇼와 아티스트 콜라보 공연<br>- 세계 드론 라이트쇼(국내 2개 업체, 해외 5개 업체 참여)<br>- K-Music 페스티벌(국내 최정상급 아티스트 공연)<br><br>2. 부대프로그램<br>- 협곡 위 초고속 드론레이싱<br>- 드론축구대회<br>- 세계음식문화축제<br><br>3. 소비자 참여 프로그램<br>- 드론 체험존 (직접 조종 체험)<br>- 한탄강 캠핑페스타 (사전 예약제)<br>- 드론 전시·홍보 부스",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"소소플래닛 신안 맥주 페스티벌은 여름밤 지역민과 방문객이 함께 즐길 수 있도록 기획된 지역 상생형 문화행사이다. 본 행사는 2025년 7월 25일부터 26일까지 오후 5시부터 자정까지 신안코아 B1 청년몰에서 진행된다. 모든 고객에게 첫 잔 맥주를 무료로 제공하며, 행사 기간 내에는 다양한 현장 이벤트와 경품 추첨이 함께 진행된다. 청년상인과 외부 셀러가 함께 참여하여 다양한 음식과 맥주를 판매하고, 지역 상권 활성화를 목표로 운영된다. 음악과 퍼포먼스가 어우러진 축제 현장에서 시민들은 도심 속 여름휴가 분위기를 체험할 수 있다. 1. 메인프로그램<br>- 생맥주 500cc 첫 잔 무료 제공 (준비 수량 소진 시까지)<br>- 추가 맥주 500cc 한 잔에 1,900원에 판매<br><br>2. 부대프로그램<br>- 이벤트존 운영 (룰렛 또는 뽑기 이벤트 진행)<br>- 참여자에게 소소한 사은품 증정<br><br>3. 소비자 참여 프로그램<br>- 사회자가 현장에서 진행하는 참여형 이벤트 운영<br>- 공방 및 청년상인이 직접 제작한 경품 또는 쿠폰 제공<br><br>4. 기타 내용<br>- 행사장 내 음주 및 음식 반입 제한 구역 구분<br>- 안전요원 및 청결 관리 인력 상시 운영<br>- 지역 상권과 연계된 홍보 캠페인 진행<br>- 신분증 지참 필수 (미지참 시 주류 제공 불가)<br><br>[이용요금]<br>- 생맥주 첫잔 무료, 추가 주문시 1잔에 1,900원, 소주 3,000원",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"1500여년의 역사를 자랑하는 고려인삼의 종주지, 충남 금산에서 금산인삼축제가 매년 개최된다. 인삼캐기체험과 건강체험관, 인삼가공품을 저렴하게 구입할 수 있는 국제인삼교역전을 만나볼 수 있으며, 인삼전통 문화체험, 인삼에 로봇과 인공지능(AI)기술을 접목한 가족 참여 미래 콘텐츠 등이 준비되어 있다. 금산인삼축제는 문화체육관광부가 선정하는 전국 최우수축제 10회 선정, 명예 문화관광축제로 지정되었다. 1.메인프로그램 : 홍삼팩마사지체험, 인삼캐기체험, 인삼아트체험, 국제인삼교역전 등<br>2.부대행사 : 금산인삼 저잣거리, 거리의 라디오쇼, 금산인삼왕선발대회 등",0.0,1.0,1.0,0.0,0.0,0.0,0.0
"겨울철 얼음판 위에서 펼쳐지는 빙어낚시 겨울 레포츠를 체험할 수 있다. 안성빙어축제가 열리는 광혜원저수지는 차련산맥 물줄기의 전형적인 계곡형 1급수 저수지로서 총면적 18만평의 경기도 안성시를 대표 하는 대형급 저수지다. 상수원 지역에 오염원 이 없어 1급수를 자랑하며, 주변 경관도 수려하다.  1. 대표 프로그램<br>- 빙어낚시<br>- 물낚시체험장<br>- 눈꽃포토존<br><br>2. 무료 체험프로그램<br>- 손잡기, 눈썰매, 얼음썰매, 얼음팽이, 연날리기",1.0,0.0,0.0,0.0,0.0,0.0,1.0
"김포 벚꽃축제는 김포 대표 벚꽃 명소 '계양천' 일원에서 개최하는 축제이다.
벚꽃 관람객 중심의 쉼이 있는 공간 조성 및 프로그램 구성으로 포토존, 벚꽃 도서관·쉼터 등 '오롯이 벚꽃' 풍경을 만끽하는 '봄' 페스티벌이 펼쳐진다. 대표 프로그램<br>
- 특별공연, 버스킹, 벚꽃 도서관, 체험프로그램, 포토존, 벚꽃 쉼터, 푸드트럭 등<br><br>

* 공연프로그램은 이번 산불사태 관련하여 좀 축소되서 진행될 수 있어 출연진 등은 변경될 수 있습니다.  ",0.0,0.0,1.0,0.0,0.0,0.0,1.0
"겸재의 향기, 강서를 물들이다 <제9회 겸재문화예술제> 5월 10일, 강서구 대표 봄 축제인 겸재문화예술제가 마곡 어울림공원에서 개최된다. 올해로 20회를 맞은 겸재전국사생대회와 어린이부터 어르신까지 남녀노소 누구나 참여할 수 있는 다채로운 프로그램과 문화예술공연,  다양한 전시까지 겸재문화예술제에서 만나볼 수 있다. 1. 사전행사<br>- 제2회 정선의 그림속으로 떠나는 백일장 시상식(15:00)<br><br>2. 제20회 겸재전국사생대회<br>- 10:30~15:00 / 화지배부: 10:00 / 수상자 발표 : 16:50 / ※ 시상식 : 2025. 6. 5.(예정)<br>- 전국 유˙초˙중˙고등학생 대상 / 접수기간 : ~ 5.9.(금)까지 / *현장접수 가능<br><br>3. 문화예술공연(겸재 문화 버스킹) : 13:00~16:50<br>- 버블쇼(버블체험), 마술, 노래, 악기 연주, 퍼포먼스 댄스 등<br><br>4. 체험 프로그램  (10:00 ~ 17:00)<br>- 체험부스 : 우리동네 미술관˙박물관 체험프로그램, 페이스페인팅, 네일샵 등 다채로운 체험부스 운영<br>- 아트마켓 : 지역예술가들과 함께 하는 겸재를 주제로 하는 아트마켓<br>- 야외전시 : 2024년 겸재사생대회 수상작품전, 백일장 수상작 시화전, 겸재 시화전<br>- 부대행사 : 겸재 스탬프투어, SNS 인증샷 이벤트, 선비복 입기 체험, 양천팔경 협동화 그리기 등 다양한 프로그램 운영",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"청도읍성에서 열리는 고즈넉한 성곽과 은은한 불빛이 살아나는 2025 청도 국가유산 야행. 역사와 문화, 그리고 사람들의 이야기가 어우러지는 특별한 축제이다. 1. 메인프로그램 : 무대공연 및 개막식<br>2. 부대프로그램 : 국가유산과 연계한 다양한 문화 컨텐츠들이 어우러진 색다른 체험의 장<br>3. 7야 프로그램 : 야경, 야로, 야사, 야화, 야설, 야식, 야시 ",0.0,0.0,1.0,0.0,0.0,1.0,0.0
"올 해로 네 번째 개최인 ‘관악별빛산책’은 서울시 자치구 내 하천을 이용한 유일한 조명축제이다. 총 3개월의 기간 동안 별빛내린천 봉림교부터 신림교 구간을 장식한다. 특히 올해 5월 준공이 완료된 수변테라스도 적극 활용하여 조명을 설치하였다. 올해 ‘관악별빛산책’은 ‘도심 속 별빛정원’이라는 부제로 따듯한 느낌을 주는 조명색과 조형물을 통해 별빛내린천을 장식하였다. 나비와 꽃이 장식된 메인게이트를 시작으로, 10m 상당의 대형트리와 은하수를 유영하는 듯한 황금마차 그리고 곰조형물을 설치하여 겨울의 차가운 공기와 상반되는 따듯한 전시 공간을 조성하였다. 또한 올해 처음 조명이 설치되는 수변테라스에는 소형트리를 설치하여 주민들이 잠시 쉬면서 숲 속 정원에 있는 듯한 느낌을 준다.  1. 메인프로그램 : 조명전시<br>
2. 부대프로그램<br>
   - 점등식 개최: 2024. 11. 11.(월), 18:30, 별빛내린천 수변무대 ",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"영등포선유도원축제는 시민들에게 다양한 문화예술 콘텐츠를 제공하고, 선유도공원의 여유로움 속에서 자연과 예술의 조화를 느낄 수 있도록 기획된 축제이다. 신비로운 선유도공원에서 완연한 가을을 경험할 수 있는 자리이며, 영등포 북페스티벌과 영등포플리마켓 & 예술체험, ‘킵어스’의 친환경 캠페인과 기후 재난 피해아동을 위한 ‘세이브더칠드런’의 빨간나무 캠페인, ESG 기업 '리더뉴'의 굿즈 증정 이벤트, 선유도 새산책, 선유요가, 선유도공원과 어우러지는 발레, 국악 등의 공연과 거리예술축제 등 다채로운 프로그램이 펼쳐질 예정이다. 선유도 포토존과 다양한 체험 부스는 물론, 현장에서만 만날 수 있는 특별한 프로그램과 깜짝 이벤트도 준비되어 있어 더욱 풍성한 즐거움을 선사하는 축제이다. 1. 메인 프로그램 : 공연, 영등포플리마켓, 선유도새산책, 선유요가, 영등포 북페스티벌<br>2. 협력 프로그램:  킵어스 지구소멸전시회, 세이브더칠드런 빨간나무, 거리예술축제, 시월의 선유
",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"문학중심의 학술종합예술제로 전환하여 영월의 김삿갓 브랜드를 전국에 각인시키는 계기 마련하고, 문학인 중심의 패러다임 전환으로 대표 문학축제로 발전하고자 한다. 1.문학행사 : 김삿갓 문학상, 조선시대 과거대전, 전국 휘호대회, 일반·학생백일장, 사생대회·만화 그리기<br><br>2.전시행사 : 시화전, 서각전시, 수석전시, 한국화 전시<br><br>3.참여행사 : 낭만캠프, 김삿갓 체험프로그램, 외국인 체험, 외씨버선길 걷기, 해학의길 걷기<br><br>4.부대행사 : 달달식탁		
",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"천혜의 자연경관과 최고의 빙질을 자랑하는 안동 암산유원지에서 영남 최대 겨울축제가 열린다. 2025년 1월 18일 토요일, 개장 이벤트가 오전10시부터 진행되며, 이후 다양한 체험과 놀이가 기다리고 있다. 썰매, 얼음낚시(빙어), 놀이기구, 겨울놀이체험 등 겨울을 만끽할 수 있는 기회! 또한 얼음빙벽과 얼음조각 전시도 함께 열려 겨울의 아름다움을 즐길 수 있다. 더 짜릿한 재미를 원한다면, 공연단 '한(寒)식구'의 특별 공연과 다양한 이벤트가 준비되어 있다. 부대행사로는 창작썰매 공모전, 아이스컬링 대회, 썰매 대회, 파란뱀 달리기 대회 등도 있어 더욱 신나는 겨울을 보낼 수 있다.  * 대표 프로그램<br>
1. 메인프로그램 : 얼음썰매, 빙어낚시, 창작썰매 공모전, 겨울놀이 체험<br>
2. 부대프로그램 : 암산얼음축제 놀이단'寒식구', 파란뱀 달리기 대회, 아이스컬링 대회<br>
3. 공연 : 공연단 한(寒)식구 공연, 이벤트 진행<br>
4. 전시 : 얼음빙벽, 얼음조각 등<br>
5. 기타 먹거리 : 빙어요리, 국밥, 겨울철 간식 등<br><br><br>
* 요금<br>
- 빙어낚시 : 16,000원(낚시대, 미끼 별도)<br>
- 썰매체험 : 1인용 : 11,000원 / 2~3인용 : 16,000원<br>
  ※ 빙어·낚시체험장 제외한 전체 공간 이용 가능<br>
  ※ 낚시, 썰매 이용시 안동사랑상품권 5,000원권 지급(낚시/썰매에 재사용 불가)",1.0,0.0,0.0,0.0,0.0,0.0,1.0
"천안 유니브시티 페스티벌은 천안시와 12개 대학이 함께 만드는 대학연합 축제로 올해 3회를 맞는다. 젊은 감각과 다채로운 콘텐츠가 어우러져 대학가요제, 동아리경연, 축하공연은 물론 학과,동아리 홍보부스, 체험행사, 미니게임존, '썸남썸녀' 콘셉의 맥썸존 등풍성한 볼거리와 즐길거리를 제공한다. 올해는 청년 맥주축제 '맥썸 페스티벌'과의 연계해 청년의 열정과 자유로움을 더해 축제의 시너지를 한층 높인다. (1일차)<br>
1. 식전행사 : 대학가요제, 동아리공연, 청년 예술인 공연<br>
2. 본행사 : 개막식, 축하공연<br>
3. 부대행사 : 학과 동아리 홍보부스 운영, 미니게임존, 체험행사, 푸드트럭, 맥썸존 운영(썸남썸녀)<br><br>

(2일차)<br>
1. 식전행사 : 유니브시티 페스티벌 우승팀 및 청년예술인공연<br>
2. 본행사 : 개막식, 축하공연<br>
3. 부대행사 : 맥주 브루어리 체험, 미니게임존, 가상 음주체험존 운영(건전한 음주문화 체험)",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"자연경관이 뛰어난 마을에 매료되어, 귀농한 주민이 꽃을 너무 좋아해서 2005년 300평의 작은 밭에 취미삼아 심었는데, 의외로 많은 관람객들이 구름처럼 몰려들어 각광을 받게 되자, 2007년부터 마을주민과 '대표축제'로 키워보자며 시작하였고, 올해 제 18회 원주용수골꽃양귀비축제를 개최하게 되었다. 대표프로그램 <br>
1. 차분한 꽃 관람 <br>
2. 체험 프로그램 : 꽃양귀비티셔츠 체험, 깡통열차체험, 자연물공예체험 <br>
3. 먹거리 : 꽃양귀비아이스크림, 꽃양귀비슬러쉬, 꽃양귀비 식혜, 꽃양귀비콩떡, 푸드트럭<br>
4. 살거리 : 꽃양귀비 가든 마켓, 꽃양귀비축제기념 손수건, 축제기념 마스크팩, 축제기념 빨간우산, 지역농산물, 꽃모종 , 꽃씨, 공예품 <br>
5. 관람객참여 : 꽃양귀비 사진 컨테스트",0.0,0.0,0.0,1.0,1.0,0.0,0.0
